text,label
"This movie has very good acting by virtually all the cast, a gripping story with a chilling ending, great music, and excellent visuals without significant special effects. It is interesting to note though that, like so much science fiction, its predictions for the future don't appear likely to come to pass as early as depicted. That's not to say we're out of the woods yet, but 2022 is now obviously too soon to be in this condition. It shares this failing with a fairly illustrious list of science fiction classics: ""1984"", ""2001: A Space Odyssey (compare its space station with our International Space Station) and Isaac Asimov's ""I Robot"" (positronic brains were to have been invented in the 1990's).",1
"After coming off the first one you think the wayans brothers could come up with some new jokes. Though i guess not. If the first one wasn't bad enough this one is just so bad it hurts to watch. With all the actors they had in this film you think they could come up with something a little more clever. Though they couldn't, they had to take all the same raunchy, not funny jokes from the first one and somehow put it into this film thinking people would laugh at it again. Though the thing is i didn't laugh at it the first time. They tried to make these movies into parodies though they failed at every level. Most of the time it's just randomly inserted jokes, that are so disgusting and raunchy that it's hard to watch it and enjoy it. Then when they do try to do scenes that are movie parodies they just end up making a 20 minute recreation of the scene with maybe one joke within the entire scene. Also for people saying that its not for the older and real young audience, well i fit into the age range that it's supposed to be funny for. While people say that different people have different ideas of what is funny or not, if you do find this funny then you probably aren't one of the more mature or intelligent people around. It doesn't take that much skill to write that kind of a script, though if you do want a more clever and funnier movie go see the movie Spaceballs. It's a movie parody that's actually good and well done and it didn't have to use disgusting and raunchy jokes to make it funny either.",0
"All in all a good film and better for the fact that had the film not been made the story might remain hidden to the masses. Brosnan does a good job as the native American with a hidden past and the photography is stunning. To some, this may be too whimsical, to others boring - for me it is a gentle, well-told tale and perfect for family viewing. Now that's not something you get a lot of recently.",1
"These two men went thru hell and beyond and have produced the movie that conveys the terror that many did not survive. This is definitely a movie about survival, but not without it's touching moments.<br /><br />The finest piece of work I have seen documenting the 9/11/01 tragedy of New York City.",1
"I have never read the book""A wrinkle in time"". To be perfectly honesty, after seeing the movie, do I really want to? Well, I shouldn't be reviewing this movie i'll start off with that. Next i'll say that the TV movie is pretty forgettable. Do you know why I say that? Because I forgot what happens in it. I told you it was forgettable. To be perfectly honest, no TV movie will ever be better than ""Merlin"".<br /><br />How do I describe a TV movie? I have never written a review for one before. Well, i'll just say that they usually have some celebrities. A wrinkle in time includes only one. Alfre Woodard(Or Woodward, I am not sure), the Oscar winner. <br /><br />The film has cheesy special effects, a mildly interesting plot, scenes that make you go ""WTF"". The movie is incredibly bad and it makes you go""WTF"". What did I expect? It's a TV movie. They usually aren't good. As is this one. A wrinkle in time is a waste of time and a big time waster. To top it off, you'll most likely forget about it the second it's over. Well, maybe not the second it's over. But within a few minutes.<br /><br />A wrinkle in time:*/****",0
"Writer/director Henry Brommel has done a wonderful job with his film, ""Panic,"" from the year 2000, and that includes his choice of cast: William H. Macy, Tracy Ullman, John Ritter, Neve Campbell, Donald Sutherland, Barbara Bain, David Dorfman. Brommel has cast Ullman and Ritter in decidedly un-funny roles, and the offbeat casting is a welcome change from what we normally see.<br /><br />""Panic"" is the story of a hit man, Alex (Macy) who actually works for his father (Sutherland). He covers his true profession by doing mail order work; by all appearances, he and his wife (Ullman) and their son Sammy (Dorfman) are a typical suburban family. Unhappy with his life, Alex seeks the help of a psychiatrist (Ritter), telling only his mother (Bain). In the waiting room, he meets a young woman (Campbell) to whom he is immediately attracted, which complicates his situation further. His mother breaks her promise and tells his father about the psychiatrist. When Alex receives his next assignment, he discovers that he is to kill his psychiatrist.<br /><br />This is a profound story of a gentle, good man made into a killer by a monster of a father, with his mother's knowledge, who kills to please his father but also can't stand up to him and quit. His rage is so deep-seated that he has lost emotional attachment to just about everything and everyone except his son - and it's finally his son who wakes him up out of a nearly lifelong repression. When it's time for ""Panic"" to moves, it does - quickly.<br /><br />""Panic"" doesn't seem panicked at all. In fact, it moves very slowly. But it moves slowly not because it's poorly made - the slowness is deliberate, mirroring Alex's own psyche slowly coming out of the fog. By making a decision about Sara, the Campbell character, and by seeing his mark, his own psychiatrist, as a living, breathing human being, Alex starts to make the connections between what he does and who he is -and how they don't jive. And the difference between the two could lead to the loss of another psyche, Sammy's.<br /><br />William Macy gives another brilliant performance, as a loving father, a distant husband, and a cold killer, the child of two monsters who never cared a damn for his feelings or desires, a man who realizes finally that he has to step up to the plate or have the cycle repeated.<br /><br />This is not the kind of drama that plays well in a movie theater. It's too adult, too small, too subtle, too character-driven, and too good.",1
"When I remember seeing the previews for this movie and not really thinking much about it. It was almost one of those movies that when you see the preview, its stunning, and then when it comes out, you hear nothing and totally miss it, and your memory totally doesn't correct the mistake of missing it. Man On Fire was one of those movies. I was curious on a rental one time, and I decided to take it home with me, my precious Blockbuster rental in my hands. I watched it, and witnessed such a beautiful movie. It is like none other...drama and action combined to create something amazingly spectacular. The cinematography done by Tony Scott is extremely well done and unique, unlike another movie. The subtitles can explain something without even listening to the actual voices, and the music is very intriguing for the setting. I got into this movie, and ended up buying it as soon as I could scurry out of the household and head over to Best Buy. I've watched it several times now. Denzel Washington (Creasy) does an amazing job with becoming this lost-minded ex-special forces man with no reason to live. Dakota Fanning (Pita) puts life back into him with her undying love for him right from the start. They bond and become good friends, until she is kidnapped by notorious gangsters part of the brotherhood, La Hermandad. Creasy (Denzel) tells the mother of Dakota Fanning that he will hunt down the killers, fearing that Pita is dead. This is where Creasy really shows the person he can become. He uses his contacts from Pita's kidnapping and Creasy's hospitalization to find one of the men and he begins his pursuit. My favorite line of all, is in this movie, when Christopher Walken tells the AFI agent that ""A man is a work of art, in anything that he does....cooking, whatever. Creasy's art is death...he's about to paint his masterpiece."" He plays a very unique roll of Creasy's old partner and friend. After finally pursuing the brother of ""The Voice,"" leader of La Hermandad. Creasy arranges a meeting to trade Pita for himself and The Voice's brother. In the end, Creasy dies from being shot earlier, and his wound getting infected and massive blood loss. It is a very sincere and sad ending, but a great one. I love this movie and recommend it to anyone that is looking for a memorable flick. The story is in depth, everything is explained from beginning to end, and nothing corny at all in any way or manner.",1
"Hines and Goforth, the perpetrators of this crime, begin on the wrong foot first step, by assuming that Wells wrote Gothic horror and that all of his lines are meant to be taken seriously. That simply isn't true. Wells was very much an inheritor of the Enlightenment, and his main concern was that Victorian self-satisfaction might leave the British unprepared for the world the new technology could produce - both the good and the bad.<br /><br />Two terrible consequences follow - the protagonist is portrayed as a wimpy screamer (I was reminded of Fay Wray in the original King Kong), rather than a man struggling to live out the ironies of an unbelievable catastrophe; and the dialog reeks of 'Victorianisms' uttered seriously that Welles clearly meant to be taken tongue in cheek.<br /><br />All of this looks suspiciously like Ed Wood with an enormous budget to waste on CGI effects - which by the way are so poorly accomplished, the Warner Bros. cartoon factory of the 1940s could have done a better job. (Gobs of spattered blood looked like red balloons, I expected them to float away any minute.) Think The Yellow Submarine as done by the old EC Comics.<br /><br />Worse yet is the loss of theme, which robs the film of any reason to exist. Although the makers of this film return the story to its Victorian era, they utterly miss the uncanny way Wells' story predicted many of the horrors of the First World War - a fact not unnoticed by Wells himself, who, after the war, reworked the theme in The Shape of Things to Come.<br /><br />Without any theme, all we have here are a lot of people running around getting blasted into cartoon balloons, when they're not trying out for a high school production of a drunken student's rewrite of Macbeth.<br /><br />Really, this is the worst, most senseless piece of drivel I have suffered through since a friend talked me into seeing the Eastern European cartoon ""Fantastic Planet"" thirty years ago. That film was so pretentiously dull, my friend and I and two total strangers gave up ridiculing it about half-way through, and sat near the screen playing cards, using the movie as light by which to see the cards - its only usefulness, as far as any of us could tell.<br /><br />But I already have electric lighting in my apartment, so I didn't need this put-down of Wells for anything.<br /><br />Do not avoid this film - steal every copy you can (don't pay a cent) and burn each and every one of them. God in his wisdom created us just for this purpose.",0
"THE CAT O'NINE TAILS (Il Gatto a Nove Code) <br /><br />Aspect ratio: 2.35:1 (Cromoscope)<br /><br />Sound format: Mono<br /><br />(35mm and 70mm release prints)<br /><br />A blind ex-journalist (Karl Malden) overhears a blackmail plot outside a genetics research laboratory and later teams up with a fellow reporter (James Franciscus) to investigate a series of murders at the lab, unwittingly placing their own loved ones at the mercy of a psychopathic killer.<br /><br />Rushed into production following the unexpected worldwide success of his directorial debut THE BIRD WITH THE CRYSTAL PLUMAGE (1969), Dario Argento conceived THE CAT O'NINE TAILS as a giallo-thriller in much the same vein as its forerunner, toplining celebrated Hollywood actor Karl Malden - fresh from his appearance in PATTON (1969) - and rising star Franciscus (THE VALLEY OF GWANGI). Sadly, the resulting film - which the ads claimed was 'nine times more suspenseful' than ""Bird"" - is a disappointing follow-up, impeccably photographed and stylishly executed, but too plodding and aimless for general consumption.<br /><br />Malden and Franciscus are eminently watchable in sympathetic roles, and cinematographer Enrico Menczer (THE DEAD ARE ALIVE) uses the wide Cromoscope frame to convey the hi-tech world in which Argento's dark-hearted scenario unfolds, but the subplot involving Euro starlet Catherine Spaak (THE LIBERTINE) as Franciscus' romantic interest amounts to little more than unnecessary padding. Highlights include an unforgettable encounter with the black-gloved assassin in a crowded railway station (edited with sleek assurance by cult movie stalwart Franco Fraticelli), and a nocturnal episode in which Malden and Franciscus seek an important clue inside a mouldering tomb and fall prey to the killer's devious machinations. But despite these flashes of brilliance, the film rambles aimlessly from one scene to the next, simmering gently without ever really coming to the boil. It's no surprise that ""Cat"" failed to emulate the runaway success of ""Bird"" when released in 1971.<br /><br />(English version)",0
"Well, at least my theater group did, lol. So of course I remember watching Grease since I was a little girl, while it was never my favorite musical or story, it does still hold a little special place in my heart since it's still a lot of fun to watch. I heard horrible things about Grease 2 and that's why I decided to never watch it, but my boyfriend said that it really wasn't all that bad and my friend agreed, so I decided to give it a shot, but I called them up and just laughed. First off the plot is totally stolen from the first one and it wasn't really clever, not to mention they just used the same characters, but with different names and actors. Tell me, how did the Pink Ladies and T-Birds continue years on after the former gangs left? Not to mention the creator face motor cycle enemy, gee, what a striking resemblance to the guys in the first film as well as these T-Birds were just stupid and ridiculous.<br /><br />Another year at Rydell and the music and dancing hasn't stopped. But when a new student who is Sandy's cousin comes into the scene, he is love struck by a pink lady, Stephanie. But she must stick to the code where only Pink Ladies must stick with the T-Birds, so the new student, decides to train as a T-Bird to win her heart. So he dresses up as a rebel motor cycle bandit who can ride well and defeat the evil bikers from easily kicking the T-Bird's butts. But will he tell Stephanie who he really is or will she find out on her own? Well, find out for yourself.<br /><br />Grease 2 is like a silly TV show of some sort that didn't work. The gang didn't click as well as the first Grease did, not to mention Frenchy coming back was a bit silly and unbelievable, because I thought that she graduated from Rydell, but apparently she didn't. The songs were not really that catchy; I'm glad that Michelle was able to bounce back so fast, but that's probably because she was the only one with talent in this silly little sequel, I wouldn't really recommend this film, other than if you are curious, but I warned you, this is just a pathetic attempt at more money from the famous musical.<br /><br />2/10",0
"I should put out an alert all over saying that the movie shouldn't be watched. It fails to a fitting tribute in such a magnificent manner that it is almost an insult to the memory of those brave men. The special effect were horrible, I hadn't expected the total failure on the part of the director to appreciate military technology. How can a machine gun which normally fires at the rate of 600 rounds per minute fire at 1/10th the speed? How can soldiers fall forward when a grenade explodes in front of them? How can people survive when there are artillery shells falling as close as 20 feet away? How come the artillery shells fall only on either side of the road and not the road itself?<br /><br />Not only did this disrespect for the weaponry appall me, it was the cliched situations and the incongruity of the dialogues which had me screaming murder. There were the standard dialogues like Ye bhi kisi ka bhai hai, ise laath mat maro and Pakistan se jyaada musalmaan to Hindustaan me hai and LOC cross mat karo ye mera hukum hai. Stupid to say the least.<br /><br />What Shobha De had written is true. The director worked without a script and it shows. There is no flow to the movie. There is no gradual progression from one battle to another. It is just one gunfight after the next with no connection to the overall scheme of the war. The explanatory scenes are awful. The chief of army staff looks unconvincing. To make matters worse the theatre people had indiscriminately cut footage to fit the four hour long movie into 3 hours.",0
"Just saw this at the Chicago Film Festival - avoid it at all costs unless you have sleep problems. It is a film filled with pretensions - it opens with a minor quote from ""Hiroshima mon amour"" and it's all downhill from there. Camera work - imagine a child trying to imitate Wong Kar Wai. Story line - Smokey Robinson and the Miracles' ""The Love I saw in You Was Just a Mirage"" expanded from 3 minutes to over 2 hours but filled with repetition. For butt numbing pain this film ranks with the benches at the Methodist church my parent dragged me to when I was a kid. I want 2+ hours of my life refunded. Julian Hernandez's promoter prefaced the viewing with comment that the film was ""controversial"" - that is true only for the film's narcotic effect.",0
"Despite an overall pleasing plot and expensive production one wonders how a director can make so many clumsy cultural mistakes. Where were the Japanese wardrobe and cultural consultants? Not on the payroll apparently. <br /><br />A Japanese friend of mine actually laughed out loud at some of the cultural absurdities she watched unfold before her eyes. In a later conversation she said, ""Imagine a Finnish director making a movie in Fnnish about the American Civil War using blond Swedish actors as union Army and Frenchmen as the Confederates. Worse imagine dressing the Scarlet O'Hara female lead in a period hoop skirt missing the hoop and sporting a 1950's hairdo. Maybe some people in Finland might not realize that the hoop skirt was ""missing the hoop"" or recognize the bizarre Jane Mansfield hair, but in Atlanta they would not believe their eyes or ears....and be laughing in the aisles...excellent story and photography be damned.<br /><br />So...watching Memoirs of a Geisha was painful for anyone familiar with Japanese cultural nuances, actual geisha or Japanese dress, and that was the topic of the movie! Hollywood is amazing in its myopic view of film making. They frequently get the big money things right while letting the details that really polish a films refinement embarrassingly wrong. I thought ""The Last Samurai"" was the crowning achievement of how bad an otherwise good film on Japan could be. Memoirs of a Geisha is embarrassingly better and worse at the same time.",0
"This is a very well-made film, meticulously directed and with some excellent character acting that at times is deeply moving - for example the scene with the loyal but unsophisticated sidekick cop and his wife. The plot is convincingly worked out and exciting. The gangster character is particularly interesting and plays an almost metaphysical role in the life of the hero. It's made clear that the cops are just as rough and ready as the underworld characters.<br /><br />A couple of slight reservations: I found the ending slightly one-sided as it celebrates the hero's successful integration into the structure of the police and justice system, which collapses the ambiguity of the police characters which has been maintained up to that point. Also I found the lead female character somewhat weak: little more than a catalyst for the salvation of the hero, all she seems to do is weep and swoon as the tough guys battle it out.",1
"What a loss the passing of director Emile Ardolino was! He could take a light script and, with the right casting and editing, put a twinkle in it and make it shine like a star. This particular star may not be the brightest in the sky as great romances go, but it is definitely one that keeps you tuned in to the end. You really want to know how things are going to work out.<br /><br />The script is perfect for Cybill Shepherd, who at the time needed to capitalize on her ""Moonlighting"" success for the new generation who was (fortunately for her) probably unaware of how many big screen major duds she had after a very promising start. In this film she's every bit back in form as a still-pining widow living vicariously through her daughter (Mary Stuart Masterson on the cusp of stardom which would peak with ""Fried Green Tomatoes"" two years later). She may have looked too young for the role, but that works well for the way the story unfolds. This is her film, but she doesn't overstep her bounds as a lead.<br /><br />SHepherd graciously allows Robert Downey Jr. to carry much of the film and shows a more mature comic flair than he had in his previous films to that point. And there's ample support from Ryan O'Neal (in his best role in years) and Christopher MacDonald. Masterson's natural charm pretty much coasts on its own, either that or she has a way of making her character seem like a breath of fresh air with every word.<br /><br />Ardolino makes good use of his cast's sex appeal the same way he did with ""Dirty Dancing"", but this film is not quite as sizzling so you could still watch it with your parents if they happened to be in the room. (Use your best judgment, they're your parents after all.) I give this film a high mark because it is very user friendly, romantic comedy enthusiasts will find it sublime, and those who are just watching along with them should find plenty of humor to enjoy as well.<br /><br />Again, credit goes to Emile Ardolino for making the most of a charming script by Randy and Perry Howze. (Where are they now?) Ardolino's next film would be the phoned-in sequel to ""Three Men and A Baby"" but his final theatrical release (Sister Act) would finally give him the nine-figure-grossing smash hit he deserved. Mr. Ardolino, your cinematic touch IS missed!",1
"This movie is about two guys who made up a sport on the spot trying to get 2 get the hot chick. BASEketball becomes a nationwide sport. Joe Cooper (Trey Parker) is the beloved captain, but is hated when he loses the NBA to some other rival team. He meets the girl of his dreams Yasmine Bleeth, and in the end they kiss. the first time i saw this movie i wet my pants it was so funny. a definite must see for all comedy fans. If you love south park you'll love this! Maybe don't watch with kids it is bit inappropriate for little dudes. some duds give it 6 1/2 out of ten, i give it 11 out of ten. i like coop he rocks i gotta go bye bye thanks for reading this",1
"""Ruby in Paradise"" is a beautiful, coming-of-age story about a young woman, Ruby Lee Gissing, escaping her stifling roots to become herself. Although the title character is played artfully by the gorgeous Ashley Judd -- in likely her first movie role, albeit one to be quite proud of -- the emphasis is not upon becoming ""somebody,"" a la the next Madonna (whether Jesus' mother or the lurid, attention-hungry singer).<br /><br />It instead emphasizes following ones' instincts and being somewhat introspective about them, to grow into one's ideal, adult self. NOTE: This isn't an action movie!!! It uses an occasional voice-over narration (by Ms. Judd) while writing in her journal -- and oh, I see I've just lost the male half of the readers out there. But be patient with this beautiful movie, where we learn that one's bliss can be discovered in -- oh, I dunno, carrying water and chopping wood.<br /><br />Actor/director/writer Todd Field, who played Nick Nightingale in ""Eyes Wide Shut,"" co-stars as Ruby Lee's noble love interest, one who helps her heal her idea of relationships implanted from youth.<br /><br />But not even his character is the answer for Ruby Lee: There's no external hero imposed upon her. The ultimate message is that we are responsible for ourselves. Writer/director Victor Nunez, who also wrote/directed ""Ulee's Gold,"" did an amazing job showing a young woman growing into herself -- confronting age-old challenges of good v. evil along the way.<br /><br />The supporting cast is also stellar, and the music used, particularly the cuts by chanteuse Sam Phillips (whom I hear is the wife of T. Bone Burnett), is right on -- most especially ""Trying to Hold on to the Earth."" Now, when I hear the first few chords of that song, tears spring to my eyes, Pavlovian and unbidden -- not sure if it's the music, or the indelible connection to the movie's quiet, charming message of empowerment.<br /><br />This movie is highly recommended for any young person trying to find his/her way. For any woman of any age, it is a must see! The downside: It is NOT on DVD, except in Spanish. (We learned, however, that it is legal to make one copy of a VHS version, which can be readily found online. My beloved husband found someone with a VHS copy and got a DVD copy made for me.) Although this treasure of a movie occasionally pops up on-air  on an indie channel, usually  you can't count on that when you might need it most as a tonic to soothe the pressures of the world. So buy a copy for yourself.<br /><br />This movie should have a major re-release, and it would, if I were Queen of Hollywood.<br /><br />-- Figgy Jones",1
"A badly-acted two-character comedy-drama abruptly transmogrifies into a weren't-we-awful-to-the-Indians polemic, with lousy special effects, exploitative use of nudity, and ugly violence. It's as sincere as a politician's handshake, as obvious as a car salesman's pitch, one of the worst movies in the history of the universe. Absolute and utter dreck.",0
"The 1930s saw a vogue for documentary films about remote corners of the world, with an emphasis on wild animals, exotic terrain and primitive people with unusual cultures. Despite the logistics of transporting a film crew to a distant and dangerous place, and then bringing 'em back alive (with the film footage), such films were often much cheaper to make than were conventional Hollywood features ... because there were no expensive sets, costumes, or high-priced movie stars.<br /><br />The most successful makers of such films (artistically and financially) were the team of Martin E. Johnson and his wife Osa, who made several documentaries (sometimes with blatantly staged events) in Africa and Asia. The Johnsons' safari films were extremely popular, inspiring several parodies ... most notably Wheeler & Woolsey's ""So This is Africa"", in which the very sexy Esther Muir plays a character named Mrs. Johnson-Martini (instead of Martin E. Johnson, geddit?). Although several other filmmakers were producing safari documentaries at this time, the Johnsons' films were the most popular in this genre because they relied heavily on humour. Viewed from our own more enlightened (I hope) standpoint, this is a serious flaw in the Johnsons' documentaries: there are too many scenes in which the funny little brown or yellow people are made to look complete idiots who are easily outsmarted by the clever white bwana Johnson and his wife.<br /><br />One definite asset of these movies is the presence of Osa Johnson. Ten years younger than her husband, she manages to seem young enough to be his daughter. While certainly not as attractive as the shapely blond Esther Muir, Osa Johnson was a pert brunette who gave ingratiating performances in front of the camera in all the films she co-produced with her husband.<br /><br />'Congorilla' is probably the best of the Johnsons' films. The shots of the Congo are interesting and have some historical value as evidence of what this environment looked like in 1930. The shots of the Pygmies and other natives are also interesting, although these suffer from the Johnsons' penchant to stage events in a manner that makes the natives look 'wild' and alien.<br /><br />The best (and funniest) scene in 'Congorilla' is an improvised sequence in which Osa Johnson attempts to teach a jazz dance to some Pygmy women. (The dance is the Black Bottom, no less ... the same dance which Bob Hope famously taught to Daisy and Violet Hilton, the conjoined twins.) Wearing jodhpurs, riding boots, and a pith helmet, Osa Johnson starts scat-singing while she does high steps and slaps her knees in her attempt to teach this dance to the African women. Meanwhile, they just stand there staring at her, apparently wondering what this crazy white woman is trying to accomplish. It's a very funny scene, but it has unpleasant undertones. Osa Johnson is doing a dance that was invented by black Americans: the implication seems to be that black Africans should instinctively be able to perform this dance after a brief demonstration (using natural rhythm, I guess) because it's in their blood, or something.<br /><br />I'll rate 'Congorilla' 4 points out of 10. This film says a little bit about African life in the 1930s and rather more about American cultural perceptions in that same decade.",0
"I have heard a lot about this film, with people writing me telling me I should see it, as I am a fan of extremely bloody, gory movies. I got my hands on it almost right away, but one thing or another always kept me from watching it- until now. I would have been better off not remembering I even had it.<br /><br />This movie was atrocious. The worst thing though is that it could have been so much better than it actually was. I know it was a story by Clive Barker and all, and no I have not read that story- but it appears to me that if you haven't then you will be, as I was, completely clueless and utterly disappointed.<br /><br />The film begins good enough- the actors are convincing, the story interesting. The first scene is bloody- a great way to catch your attention. I thought the blood looked a bit bad, but seeing as it was the very first scene I did hope for improvement later on. I was wrong. <br /><br />The blood and effects are so horrible, it was almost an insult to my intelligence to be expected to believe that, for instance, someone could knock a person's head right off their shoulders using only a meat hammer. WTF? CGI blood (did they even use ANY ""real"" blood at all? My home made stuff looks better than any used in this film!), unbelievable acts of dismemberment (eyeballs popping out just from getting hit in the back of the head; arms cut neatly off- does no one remember there are BONES all throughout our bodies?!), too-dark scenes (every scene is either an odd yellow color, or in hidden in shadows)...it just gets worse and worse. I found myself pointing out mistake after mistake. There's just too much. Add that to the fact that what could have and should have been a great serial-killer movie turns into some demonic/supernatural/monster movie at the end...no thank you! It should have been kept as a creepy guy butchering people in the subway- OK, with a conspiracy theory thrown in- and an overzealous photographer. Maybe they murder people and sell the meat via the meat plant? Plausible, doable...and a lot better I think than the ""real"" story. That could have and should have worked. Instead it became a ""creatures living at the end of the old tunnel and everyone knows about it but you, and unless you read the book, well...you just won't ever understand it"" fiasco. Tragic, what an awful thing to do to a movie with such potential. If you like mindless fake blood and gore, you'll love this. But if you have half a brain in your head then you will completely hate it. Stay away- far, far away.",0
"I remember hitch hiking to Spain at 25, getting a lift from, what turned out to be, two fleeing Italian small crooks. They were doing a lot outside the law, but from the other side carrying a little portrait of Jesus in the pocket for their protection...Just and unjust, good and bad, criminal and correct where here in a new combination, outside of the categories I used to know. 'Les Valseuses' gives me, although a film and not real life, a picture close to my own experiences: the intenseness of each moment as soon as you leave 'all behind' and go for the momentous, whatever comes your way, it's another state of mind and also 'dangerous' form of life, because, as we all know, there are people who are not ready for this and willing to persecute you for 'stealing' and so on...This film touches 'values', it's a story about 'what's right and wrong': morals. It's resurrection of the individual fighting him/ herself free against the 'false morals' and conformism...There's danger all the way, because, how far can you go with your own 'freedom' and crossing your own moral borders and that of other people? What to do with people who are willing to hurt you, put you in jail or even shoot at you for the things that you do, like ""stealing"" some petrol from a multinational oil company for you fifth hand car? Les Valseuses re-awakens these questions in me, because morality, in contradiction to the usual 'media message', is quite complex...",1
"It was probably just my DVD---but I would not recommend that anyone try to watch this picture on a DVD.<br /><br />I had to turn up the volume on my TV to the highest possible level, in order to hear about 80 percent of the dialog. Some of the talking still remained sub-audible. If you're from Scotland, you might have a chance, albeit a slim one.<br /><br />Peoples voices were drowned out by nearly all ambient sounds, including unwrapping a package, footsteps, even puffing on a cigarette. <br /><br />With the volume turned up to a level at which voices can be heard, I can guarantee that at least one of your neighbors will phone the police when the scene changes to a loud environment, such as a disco. And that you will injure yourself diving for the remote to turn it back down.<br /><br />There is art and there is art, even in the field of audio mixing. But this effort, in a time of war, would meet international criteria to be classified as an atrocity.<br /><br />After about a half hour, I gave up, having seen nothing else redeeming in the picture, either.",0
"I gave this a four purely out of its historical context. It was considered lost for many years until it popped up out of the blue on Showtime in the early nineties.<br /><br />Moe is the straight man and Larry and Curly act as a duo. Spade Cooley has a couple of numbers. I guess it had something to do with working on a ranch. I'm not quite sure because the plot was so minimal nothing really sticks in my memory. I vaguely remember it being a western musical comedy. Even the Stooge's seem to be going through the motions. Overall there's nothing much really to recommend here.<br /><br />If you're not a Stooge fan then don't bother. If you are a Stooge fan, then stick with the shorts.",0
"I simply cant understand why all these relics from the Ceausescu era refuse to let go. One can see clearly how frustrated they were during the commie censorship that forbade them so many things to show in their movies, and now they imagine its dunno what big deal of artsy-fartsy freedom so fill the screen with people defecating, urinating, vomiting, swearing, and any other kinds of hideousness imaginable. THIS IS NOT CINEMA, FRIENDS AND NEIGHBORS! This is simply visual perversion. Forget about Bunuels Chien Andalou, about David Lynch, about Forman and neorealism and other movie makers who were able to work with an aesthetics of ugliness. THOSE people were mastering their jobs - well, you Don't! Do us a favor, all you Daneliucs and Nicolaescus and Saizescus and Muresans and Marinescus and Margineanus and other obsolete old-timers, and leave us alone! Its bit time to see some Romanian MOVIES on screen, enough with your immature terribilisms! You are not directors, you are ILLITERATE!!!",0
"How viewers react to this new ""adaption"" of Shirley Jackson's book, which was promoted as NOT being a remake of the original 1963 movie (true enough), will be based, I suspect, on the following: those who were big fans of either the book or original movie are not going to think much of this one...and those who have never been exposed to either, and who are big fans of Hollywood's current trend towards ""special effects"" being the first and last word in how ""good"" a film is, are going to love it.<br /><br />Things I did not like about this adaption:<br /><br />1. It was NOT a true adaption of the book. From the articles I had read, this movie was supposed to cover other aspects in the book that the first one never got around to. And, that seemed reasonable, no film can cover a book word for word unless it is the length of THE STAND! (And not even then) But, there were things in this movie that were never by any means ever mentioned or even hinted at, in the movie. Reminded me of the way they decided to kill off the black man in the original movie version of THE SHINING. I didn't like that, either. What the movie's press release SHOULD have said is...""We got the basic, very basic, idea from Shirley Jackson's book, we kept the same names of the house and several (though not all) of the leading character's names, but then we decided to write our own story, and, what the heck, we watched THE CHANGELING and THE SHINING and GHOST first, and decided to throw in a bit of them, too.""<br /><br />2. They completely lost the theme of a parapyschologist inviting carefully picked guest who had all had brushes with the paranormal in their pasts, to investigate a house that truly seemed to have been ""born bad"". No, instead, this ""doctor"" got everyone to the house under the false pretense of studying their ""insomnia"" (he really invited them there to scare them to death and then see how they reacted to their fear...like lab rats, who he mentioned never got told they are part of an experiment...nice guy). This doctor, who did not have the same name, by the way, was as different from the dedicated professional of the original movie as night from day.<br /><br />3. In direct contrast to the statement that was used to promote both movies ""some houses are just born bad"", this house was not born bad but rather became bad because of what happened there...and, this time around, Nel gets to unravel the mystery (shades of THE CHANGELING). The only problem was, the so-called mystery was so incoherently told that I'm sure it remained a mystery to most of the audience...but, then there was no mystery in the first place (not in the book), because the house was bad TO BEGIN WITH. It's first ""victim"" died before ever setting eyes on it.<br /><br />4. The way the character of Luke was portrayed was absolutely ridiculous. He was supposed to be a debonair playboy who was someday to inherit the house (and was a true skeptic of it's ""history"")...and in this one he was just a winey-voiced, bumbling nerd who couldn't sleep(insomnia remember) and was a compulsive liar.<br /><br />5. I was also annoyed with the way the movie jumped from almost trying to recreate original scenes word for word (the scene with Nel's sister's family, and Mrs. Dudley's little opening speech...) to going off into flights of fancy that made me think more of these other movies than THE HAUNTING. It's like it couldn't make up its mind what it wanted to do.<br /><br />6. I missed Nel's narrative through the whole movie. The original was so like a gothic novel in the way that the story was mostly told in the first person, through Nel's eyes, and we always were privy to her thoughts. That totally unique touch was completely lost in the new version. They also tried to make Nel much more of a heroine. The original Nel was not a bad person, but she was a bitter person (could she be otherwise after sacrificing 11 years of her life to a selfish old woman and a spiteful sister?) and she liked to moan, and she lost her temper... This one was almost too good to be true. This was never more apparent than in the climax of the movie where the writer's had obviously been watching GHOST one too many times.<br /><br />7. They changed the history of the house and it's occupents too much. There was no Abigail Crain (the daughter of Hugh whose legend loomed large in the original versions), there was no ""companion"", and there was no nursery. There was also no ""Grace"" (wife of the original doctor) and Hugh Crain's wives died in totally different ways. These changes, changed the story WAY too much. I don't know whether the producers of this movie should be glad Shirley Jackson no longer walks this earth or whether they should...BE SORRY (if ya get my drift!!! The hauntings she could envision are not something to be trifled with!!!).<br /><br />In conclusion, let me just leave you with some words from the original Luke (appropriate substitution of the word ""house"" for ""movie""!): ""This 'movie' should be burnt to the ground, and the ground sprinkled with salt!"" My favorite movie of all time remains so. No competition from this one.",0
